age,edu,edunumber,gender,gov,marriage,occupation,relation,skin,workhour,income
52,3,7,1,1,1,3,3,1,40,0
34,1,13,1,1,1,3,3,1,30,1
24,4,0,1,1,3,8,4,1,48,0
77,15,16,1,3,1,0,3,1,40,1
34,12,14,1,2,1,0,3,1,60,0
53,0,5,1,2,1,0,3,1,70,0
31,4,0,1,1,4,2,4,5,40,0
58,4,0,2,1,2,4,4,1,15,0
50,12,14,1,2,1,4,3,1,55,1
32,4,0,1,1,1,2,3,1,40,0
57,4,0,2,1,2,3,4,1,40,0
32,4,0,2,1,3,4,4,1,45,0
77,0,5,2,1,1,0,1,5,10,0
37,2,10,1,2,3,2,4,1,40,0
51,4,0,2,1,1,0,5,1,40,0
33,7,12,1,2,2,4,6,5,60,0
53,4,0,2,5,6,0,5,1,35,0
32,4,0,1,1,2,4,4,1,50,0
30,2,10,1,1,1,2,3,1,40,0
19,2,10,2,1,3,0,2,1,20,0
33,1,13,2,1,6,3,6,1,24,0
31,8,11,2,1,3,0,4,1,40,0
28,2,10,2,1,3,0,6,5,40,0
19,11,8,2,1,3,3,2,1,20,0
27,4,0,1,1,1,4,3,1,60,0
21,16,3,1,1,1,7,3,1,40,0
24,1,13,2,1,3,6,4,1,40,0
46,4,0,1,1,2,0,4,1,54,0
31,1,13,2,1,3,5,4,1,40,0
60,2,10,1,1,1,0,3,1,40,1
21,14,6,2,1,4,4,6,5,38,0
38,3,7,2,0,3,0,4,1,32,0
31,8,11,1,1,2,0,4,1,40,0
26,1,13,1,1,1,4,3,1,40,1
46,4,0,2,1,2,0,4,1,25,0
25,4,0,1,3,1,5,3,1,60,1
23,2,10,1,5,3,0,4,1,30,0
53,12,14,1,3,1,5,3,1,40,1
42,12,14,2,0,1,0,1,1,48,1
29,4,0,2,1,1,0,1,1,40,0
45,2,10,1,1,1,6,3,1,50,1
70,1,13,1,1,2,0,4,1,40,0
55,1,13,1,3,1,4,3,1,60,1
40,15,16,1,6,1,6,3,1,50,1
17,14,6,1,1,3,3,2,1,30,0
18,4,0,1,1,3,2,2,1,40,0
34,12,14,1,1,3,4,6,1,60,1
41,2,10,2,1,2,0,4,1,40,0
28,1,13,1,1,3,0,4,1,40,0
23,4,0,1,6,3,0,2,1,40,0
32,2,10,1,1,3,5,5,1,40,0
56,10,4,1,1,1,8,3,5,48,0
36,4,0,1,1,2,5,6,1,45,0
26,4,0,1,1,3,0,4,1,50,0
62,1,13,2,1,5,1,6,1,7,0
35,7,12,2,1,2,0,6,1,40,0
25,1,13,2,5,3,6,4,1,40,0
28,4,0,1,1,1,0,3,1,50,0
21,2,10,2,1,3,0,2,1,25,0
31,14,6,1,1,1,0,3,1,40,0
23,7,12,1,1,3,3,2,1,25,0
58,1,13,1,3,1,6,3,1,40,1
55,12,14,1,5,1,6,3,1,40,1
54,4,0,1,1,1,2,3,1,40,0
33,4,0,1,1,1,0,3,1,40,0
28,3,7,1,1,1,7,3,1,40,1
40,3,7,1,1,1,8,3,1,30,0
33,1,13,1,2,1,4,3,1,80,1
27,5,15,1,1,3,6,4,2,10,0
55,4,0,1,1,2,0,6,1,25,0
53,4,0,1,1,4,0,6,1,45,0
23,11,8,1,1,3,0,4,1,46,0
66,4,0,1,1,5,2,4,1,16,0
34,8,11,1,2,1,5,3,1,60,1
39,14,6,1,1,2,0,4,1,40,0
21,2,10,2,1,3,0,2,5,40,0
26,2,10,2,1,6,0,2,4,35,0
21,4,0,2,1,3,0,2,1,40,0
59,4,0,1,1,1,4,3,1,40,0
61,14,6,1,1,1,0,3,1,40,0
30,1,13,1,1,1,4,3,1,50,1
22,8,11,1,1,1,8,3,1,40,0
47,4,0,2,1,2,8,6,1,30,0
50,4,0,1,1,2,3,4,1,40,0
67,1,13,2,1,2,5,4,1,5,0
59,14,6,1,5,1,2,3,1,40,0
35,7,12,2,1,3,3,4,1,80,1
56,2,10,2,2,6,0,4,1,20,1
28,4,0,1,1,3,0,5,5,40,0
34,4,0,2,1,2,5,6,1,50,0
63,14,6,2,1,5,0,6,1,56,0
48,2,10,1,1,1,2,3,1,40,0
41,2,10,1,4,1,6,3,1,44,1
26,2,10,2,1,3,7,2,5,20,0
47,14,6,1,1,1,4,3,1,52,0
29,8,11,1,2,1,0,3,1,50,0
30,4,0,1,1,3,7,2,1,40,0
19,4,0,1,1,3,4,2,1,20,0
27,1,13,2,1,3,0,4,1,37,0
59,4,0,1,2,1,0,3,1,70,0
19,4,0,1,1,3,2,2,1,40,0
45,0,5,1,1,1,7,3,2,40,0
37,4,0,1,1,3,0,4,1,40,0
44,15,16,2,5,6,6,6,1,38,0
34,1,13,1,4,1,0,3,2,38,0
30,1,13,2,1,3,1,4,1,35,0
30,1,13,1,1,1,5,3,2,40,1
56,3,7,2,1,4,3,4,5,40,0
19,4,0,2,1,3,3,2,1,40,0
37,10,4,1,1,1,2,3,1,40,0
45,12,14,1,1,1,5,3,1,43,1
21,2,10,2,1,3,0,2,1,40,0
34,4,0,1,2,1,0,3,1,45,0
27,1,13,1,1,1,5,5,1,50,0
44,12,14,2,5,3,6,4,1,40,0
33,1,13,1,1,3,5,4,1,40,0
32,2,10,2,1,3,5,5,1,50,0
37,2,10,1,1,1,2,3,1,40,0
26,1,13,2,1,3,4,4,1,48,0
49,4,0,1,1,1,2,3,1,60,0
20,2,10,2,1,3,6,4,1,30,0
37,2,10,1,1,1,2,3,1,40,0
22,16,3,1,1,1,2,3,1,48,0
44,1,13,1,1,3,1,4,1,35,0
30,4,0,1,5,1,2,3,1,40,0
55,4,0,1,5,1,3,3,1,40,0
36,3,7,1,1,1,8,3,1,40,0
29,11,8,1,1,3,1,4,1,40,0
19,2,10,1,0,3,0,2,1,22,0
45,8,11,1,6,1,0,3,1,40,0
38,1,13,1,3,1,4,3,1,55,1
42,2,10,1,1,3,2,4,2,40,0
27,8,11,2,1,3,5,2,1,40,0
20,2,10,1,1,3,0,2,1,25,0
43,1,13,1,1,1,6,3,1,35,0
21,4,0,1,1,3,0,2,1,40,0
33,1,13,2,1,3,6,4,1,40,0
36,4,0,1,2,1,2,3,1,80,1
34,11,8,1,1,1,3,3,1,40,0
72,10,4,2,1,5,3,4,1,99,0
54,2,10,1,1,1,5,3,1,44,1
30,4,0,1,1,1,2,3,1,40,1
63,4,0,1,1,1,8,3,5,40,0
36,1,13,1,1,1,5,3,1,50,1
25,1,13,1,1,3,5,4,1,50,0
72,7,12,2,0,5,0,4,1,40,0
55,4,0,1,1,2,2,4,1,40,0
44,2,10,1,1,1,6,3,1,45,1
41,4,0,2,1,3,8,6,5,40,0
20,2,10,1,0,3,0,2,1,40,0
47,7,12,1,1,1,6,3,1,40,1
71,2,10,1,0,1,0,3,1,20,0
41,1,13,1,1,3,6,4,1,40,1
35,4,0,1,1,1,0,3,4,40,0
18,4,0,2,1,3,0,2,1,40,0
23,4,0,2,1,2,3,6,1,30,0
57,1,13,1,1,1,5,3,1,40,0
56,13,2,1,2,3,5,4,3,65,0
25,2,10,2,3,3,4,2,1,35,0
64,8,11,2,0,1,0,1,1,15,0
35,1,13,2,2,3,6,2,1,40,0
61,8,11,1,1,1,0,3,1,40,0
36,1,13,2,6,2,6,4,1,55,0
18,11,8,2,1,3,4,2,5,15,0
21,2,10,2,1,6,4,2,5,20,0
43,7,12,2,0,2,0,4,1,35,0
32,4,0,1,5,1,0,3,1,40,0
52,11,8,1,1,1,8,3,1,45,1
48,4,0,1,1,1,2,3,1,55,0
40,1,13,2,1,2,6,4,1,40,0
35,4,0,1,1,1,5,3,1,40,1
22,2,10,2,0,4,0,6,1,25,0
42,4,0,2,1,2,0,4,1,40,0
60,10,4,2,0,5,0,6,1,20,0
34,2,10,1,1,1,8,3,5,40,0
27,7,12,1,1,1,1,3,1,40,0
47,1,13,1,2,3,0,4,1,65,0
65,0,5,1,2,1,2,3,1,45,0
61,12,14,2,3,5,5,6,1,99,0
18,2,10,1,1,3,4,2,1,28,0
49,4,0,1,0,1,0,3,1,40,0
48,15,16,1,1,1,6,3,1,45,1
26,2,10,1,1,3,0,4,5,75,0
30,1,13,1,1,3,4,4,1,40,0
68,4,0,1,2,1,0,3,1,50,1
23,4,0,1,1,1,4,3,1,80,0
65,4,0,1,2,1,5,3,1,24,0
32,1,13,1,1,1,0,3,1,44,0
44,12,14,1,1,1,5,3,1,40,1
48,12,14,2,5,1,6,1,1,40,1
24,8,11,1,1,3,1,4,1,45,0
58,2,10,1,1,3,0,4,1,40,0
32,2,10,1,5,6,6,4,1,50,0
54,12,14,1,1,2,5,4,1,50,1
35,12,14,1,1,3,6,4,1,45,1
35,7,12,2,1,2,5,4,1,50,0
24,4,0,1,1,3,4,2,1,40,0
50,4,0,1,1,1,6,3,1,40,1
38,4,0,1,2,4,2,4,1,40,0
57,4,0,1,5,1,5,3,1,40,1
38,2,10,1,1,3,4,4,1,60,0
49,4,0,1,1,3,2,4,1,40,0
25,1,13,2,1,3,1,2,1,16,0
56,2,10,1,1,6,0,4,1,40,0
32,3,7,2,1,2,3,6,1,40,0
22,1,13,1,1,3,6,4,1,40,0
23,2,10,1,0,3,0,5,1,40,0
33,4,0,1,1,1,2,3,1,40,0
42,2,10,2,1,2,0,6,1,12,0
62,4,0,1,2,1,0,3,1,48,0
24,0,5,1,0,3,0,2,1,40,0
26,1,13,1,5,3,0,2,1,40,0
46,2,10,1,1,2,2,6,1,40,1
33,1,13,2,1,4,4,4,1,50,1
65,4,0,1,0,1,0,3,1,1,1
65,4,0,1,7,1,0,3,1,20,0
46,2,10,1,1,1,2,3,1,40,1
43,8,11,2,5,2,5,4,1,40,0
43,4,0,1,1,1,2,3,1,40,1
35,14,6,1,1,1,2,3,1,40,0
48,4,0,2,1,5,7,5,1,48,0
55,1,13,1,4,1,5,3,1,40,1
45,8,11,1,1,1,2,3,1,40,0
56,1,13,1,1,1,5,3,1,40,0
59,12,14,1,4,3,5,4,1,40,0
56,4,0,1,5,1,2,3,1,40,0
21,4,0,1,1,3,3,2,5,10,0
26,3,7,1,1,1,5,3,1,40,0
38,4,0,2,1,3,3,6,1,40,0
27,2,10,2,1,3,0,2,1,40,0
48,10,4,1,3,1,2,3,1,50,1
37,12,14,1,6,1,6,3,1,60,1
63,4,0,1,2,1,2,3,1,30,0
27,4,0,1,6,3,0,4,3,38,1
20,2,10,1,1,3,4,2,1,25,0
26,12,14,1,1,1,6,3,1,40,1
21,14,6,1,0,3,0,2,5,40,0
51,7,12,1,2,1,5,3,1,40,0
28,7,12,1,1,1,6,3,1,40,1
39,8,11,2,1,2,3,4,3,40,0
35,12,14,1,1,1,4,3,1,55,1
21,2,10,2,0,3,0,4,1,43,0
65,10,4,1,1,1,2,3,1,40,0
54,8,11,1,5,1,0,3,5,40,0
39,10,4,1,1,3,3,2,1,35,0
24,2,10,2,1,3,0,2,5,40,0
36,1,13,2,1,3,5,4,2,40,0
70,2,10,1,0,1,0,3,1,10,1
52,4,0,1,1,2,2,4,1,40,1
64,4,0,1,1,1,8,3,1,40,0
43,2,10,1,1,2,2,4,1,40,0
44,8,11,1,1,3,0,4,1,25,0
47,4,0,2,4,4,0,6,1,40,0
32,11,8,1,1,1,7,3,1,40,0
20,2,10,2,1,3,4,2,1,30,0
33,2,10,2,1,3,0,4,1,38,0
52,4,0,2,1,2,0,6,1,40,0
49,10,4,1,1,1,8,3,1,40,0
31,4,0,2,1,1,4,1,1,18,0
62,4,0,2,2,3,3,6,1,6,0
44,2,10,1,1,2,2,4,1,55,0
28,4,0,1,5,1,0,3,1,40,0
68,12,14,2,5,5,6,6,5,40,1
40,2,10,2,4,3,0,6,1,40,0
46,10,4,1,1,3,7,4,1,50,0
22,4,0,2,1,3,8,2,1,40,0
37,1,13,1,2,2,1,4,1,15,0
62,12,14,1,1,3,6,4,1,70,0
37,1,13,1,1,1,5,3,1,50,1
35,4,0,1,1,3,4,4,1,40,1
44,4,0,1,1,1,4,3,1,68,0
41,8,11,1,1,1,4,3,1,40,1
36,1,13,1,5,2,6,6,1,40,0
26,1,13,2,1,2,3,4,1,45,0
48,4,0,1,4,1,0,3,5,40,1
21,4,0,2,1,3,3,4,1,28,0
39,5,15,1,1,1,2,3,1,40,1
38,8,11,2,1,2,6,4,1,40,1
44,8,11,1,1,1,2,3,1,40,1
56,14,6,2,1,1,4,1,2,30,1
25,0,5,1,1,3,0,5,1,40,0
32,1,13,2,5,3,6,4,1,50,0
47,2,10,2,1,3,0,4,1,40,1
26,2,10,1,1,3,7,2,1,40,0
31,1,13,2,1,3,6,4,5,60,1
23,8,11,1,1,3,5,2,1,40,0
41,2,10,2,4,2,6,6,1,40,1
55,2,10,1,2,1,5,3,5,25,0
23,2,10,2,1,2,5,6,1,25,0
45,4,0,1,1,1,0,3,5,40,1
42,1,13,1,5,1,5,3,1,40,0
29,2,10,1,1,3,6,4,1,15,0
48,12,14,1,1,1,5,3,1,40,0
36,2,10,1,1,2,2,6,1,40,0
52,1,13,1,3,1,4,3,1,50,1
46,8,11,1,1,2,2,6,1,40,0
34,2,10,1,1,3,0,2,1,40,0
27,7,12,2,6,3,0,4,1,40,0
18,4,0,2,1,3,8,2,1,40,0
18,2,10,2,1,3,3,2,1,24,0
42,10,4,1,1,1,2,3,1,40,0
64,2,10,1,0,1,0,3,1,40,0
36,12,14,1,1,1,5,3,1,45,1
20,3,7,2,0,3,0,2,5,20,0
52,5,15,1,3,1,4,3,1,40,1
44,1,13,1,3,1,5,3,1,45,1
53,2,10,1,1,1,4,3,1,60,1
36,1,13,1,1,1,4,3,1,60,1
27,1,13,1,1,3,1,5,2,40,0
52,4,0,1,1,1,8,3,1,60,0
60,12,14,1,2,1,6,3,1,40,0
41,7,12,1,1,1,1,3,1,45,1
64,5,15,1,2,1,6,3,1,40,1
25,13,2,1,1,3,3,5,1,25,0
63,10,4,1,1,1,3,3,2,40,0
54,8,11,1,5,2,2,4,1,40,0
21,4,0,1,1,3,7,2,1,40,0
27,1,13,1,1,3,0,4,1,40,0
63,12,14,1,2,1,0,3,1,50,0
37,4,0,2,1,2,3,4,1,30,0
22,4,0,1,1,3,0,4,1,35,0
54,10,4,1,1,1,2,3,1,40,0
54,14,6,2,1,2,3,6,1,40,0
60,4,0,1,5,1,3,3,1,40,0
19,3,7,1,1,3,7,2,1,25,0
25,4,0,2,5,2,0,4,1,40,0
51,4,0,2,5,1,0,1,1,40,0
47,4,0,2,4,3,5,4,1,40,0
44,14,6,1,2,3,2,2,1,50,0
18,2,10,2,0,3,0,2,1,30,0
57,4,0,2,1,5,6,4,1,57,0
22,2,10,1,1,3,4,2,1,34,0
36,2,10,2,6,2,3,6,5,20,0
33,4,0,2,0,1,0,1,1,38,0
39,2,10,1,1,1,8,3,1,40,0
49,15,16,1,1,1,6,3,4,50,1
41,4,0,1,1,1,3,3,2,40,0
35,2,10,1,1,1,0,3,1,38,0
40,7,12,2,3,2,4,6,1,40,0
30,1,13,2,1,3,5,4,1,40,0
25,4,0,1,1,3,4,4,1,37,0
25,2,10,1,1,1,0,3,5,36,1
37,12,14,1,1,1,0,3,1,50,1
53,5,15,1,2,2,6,4,1,60,1
34,7,12,2,2,3,6,4,1,25,0
22,4,0,1,1,3,3,5,1,40,0
18,4,0,2,1,3,4,2,1,20,0
52,12,14,2,0,1,0,1,1,40,1
45,4,0,1,1,2,4,6,5,40,0
19,2,10,2,1,3,0,2,1,40,0
33,1,13,1,3,1,4,3,1,65,0
45,2,10,1,6,1,0,3,1,40,0
43,1,13,1,6,1,5,3,1,35,1
40,4,0,1,1,1,2,3,1,35,0
41,1,13,1,2,1,0,3,1,75,1
25,4,0,1,1,1,2,3,1,40,0
22,1,13,2,1,3,0,2,1,32,0
52,2,10,1,1,3,0,6,1,45,0
45,2,10,1,4,1,0,3,1,40,1
32,15,16,2,6,3,6,4,1,70,0
26,1,13,1,1,3,0,2,1,20,0
24,2,10,1,1,2,3,4,5,40,0
37,4,0,2,1,2,8,6,5,40,0
49,4,0,2,1,2,3,4,1,40,0
43,12,14,1,5,1,6,3,1,50,0
35,4,0,1,1,3,8,4,1,40,0
37,5,15,1,1,1,6,3,1,50,1
17,3,7,1,1,3,4,2,1,20,0
48,4,0,1,1,1,0,3,1,55,1
40,12,14,2,0,2,0,2,1,55,0
26,2,10,1,1,3,0,2,1,40,0
35,1,13,1,1,1,2,3,2,40,1
21,2,10,2,1,3,4,2,1,15,0
54,14,6,1,1,2,3,4,1,70,0
40,1,13,2,1,2,0,4,5,40,0
51,2,10,2,1,4,5,4,5,40,0
60,4,0,2,2,1,3,1,5,50,0
22,2,10,1,1,3,4,2,1,8,0
20,4,0,1,1,3,0,2,1,40,0
21,3,7,1,1,3,0,6,1,40,0
21,2,10,1,1,3,7,4,1,40,0
43,2,10,2,1,2,0,4,1,44,0
36,1,13,1,1,1,2,3,1,50,1
65,4,0,1,6,1,0,3,1,40,1
48,4,0,1,1,1,8,3,1,40,1
37,12,14,1,1,4,5,4,1,60,1
20,11,8,1,1,3,8,2,1,40,0
41,4,0,2,6,2,5,4,1,40,0
55,0,5,1,2,1,2,3,1,50,0
39,1,13,2,5,2,6,6,1,40,0
41,2,10,2,4,1,0,1,1,40,1
80,8,11,1,1,1,2,3,1,24,0
59,14,6,1,6,1,0,3,1,40,0
52,3,7,1,1,1,2,3,1,40,1
39,1,13,1,1,1,5,3,1,50,1
56,2,10,1,2,6,6,4,5,50,0
69,4,0,2,5,5,0,4,5,20,0
49,1,13,1,1,1,5,3,1,50,1
33,4,0,1,1,1,5,3,1,40,0
28,4,0,1,3,1,5,3,1,45,1
49,2,10,1,1,1,5,3,1,40,1
51,4,0,1,5,6,7,6,1,40,0
42,2,10,2,1,2,3,6,1,32,0
66,4,0,2,1,5,0,4,1,13,0
44,8,11,1,1,4,2,5,1,48,1
26,4,0,1,1,2,4,4,1,40,0
43,2,10,2,1,2,0,6,1,40,0
28,14,6,2,1,3,8,4,1,40,0
25,1,13,2,0,3,0,2,1,30,0
17,3,7,2,1,3,4,2,1,8,0
52,1,13,1,1,1,2,3,1,50,1
34,4,0,2,0,4,0,2,1,8,0
24,2,10,1,1,3,7,4,1,40,0
41,1,13,1,0,6,0,4,1,30,0
65,2,10,2,1,5,4,5,1,45,0
36,2,10,1,2,1,2,3,1,40,1
19,4,0,1,1,3,7,5,1,30,0
43,2,10,1,1,6,4,4,1,45,0
39,12,14,2,5,1,6,1,1,50,1
48,3,7,1,1,1,0,3,1,40,1
50,8,11,1,5,1,0,3,1,40,1
21,2,10,1,1,3,3,2,1,25,0
36,4,0,2,1,3,3,4,5,40,0
33,4,0,1,1,1,3,3,5,36,0
50,1,13,1,4,1,5,3,1,40,0
49,12,14,1,6,1,4,3,1,80,1
34,1,13,1,1,3,4,6,5,45,0
70,15,16,1,3,1,5,3,1,40,1
39,4,0,1,1,2,0,4,1,40,0
44,2,10,2,1,2,6,4,1,40,0
32,1,13,2,1,1,1,1,1,40,1
40,0,5,1,1,3,2,5,5,49,0
46,4,0,1,1,1,2,3,5,40,1
21,2,10,1,0,3,0,2,1,20,0
40,1,13,2,1,1,3,1,2,52,1
47,3,7,1,1,2,2,2,1,8,0
19,4,0,1,1,3,0,4,1,30,0
22,2,10,2,1,3,0,5,1,16,0
20,2,10,2,1,3,0,2,1,16,0
46,1,13,2,5,2,6,4,1,25,1
41,1,13,1,1,1,6,3,1,45,1
17,14,6,2,1,3,6,2,4,15,0
41,4,0,1,1,1,8,3,5,40,0
28,4,0,1,1,4,2,4,1,40,0
20,2,10,1,0,3,0,2,1,25,0
24,4,0,1,1,3,3,4,1,40,0
33,2,10,1,1,1,5,3,1,50,0
44,2,10,1,4,1,5,3,1,55,1
26,4,0,2,2,3,6,2,5,40,0
47,8,11,1,2,1,4,3,1,40,1
24,4,0,1,1,1,8,3,1,40,0
58,1,13,1,4,1,5,3,5,40,1
41,4,0,1,1,1,2,3,1,60,0
38,10,4,1,2,1,4,3,1,35,1
21,2,10,2,1,3,0,4,1,40,0
33,2,10,1,1,3,5,2,1,45,0
23,2,10,2,0,3,0,2,1,32,0
40,14,6,2,1,2,8,6,1,40,0
47,4,0,2,5,2,5,4,1,40,0
41,1,13,2,1,2,5,6,5,40,0
38,1,13,1,1,1,0,3,1,50,0
50,10,4,2,1,2,3,5,1,40,0
45,4,0,1,1,6,0,5,5,40,0
65,1,13,1,0,1,0,3,1,40,1
33,4,0,1,1,3,7,4,1,40,0
34,7,12,1,4,3,0,4,1,40,0
65,12,14,1,1,2,4,4,1,28,0
24,3,7,1,1,3,0,2,1,39,0
26,1,13,1,1,3,8,5,1,40,0
55,4,0,1,1,2,2,4,1,40,0
66,1,13,2,1,2,6,6,1,8,0
43,1,13,1,5,1,6,3,1,40,0
37,1,13,2,1,3,0,5,5,40,0
22,4,0,1,1,1,2,3,1,40,0
21,3,7,1,1,1,8,3,1,40,0
69,5,15,2,0,1,0,1,1,25,0
27,12,14,2,1,3,8,4,1,40,0
48,4,0,1,1,1,0,3,1,45,1
24,1,13,2,1,3,6,6,1,40,0
18,3,7,2,8,3,0,2,1,10,0
53,4,0,2,5,5,3,4,1,30,0
26,4,0,1,1,1,2,3,1,40,0
60,2,10,1,1,1,4,3,1,40,1
21,2,10,2,1,3,3,2,1,60,0
39,16,3,1,1,1,3,3,1,40,0
45,2,10,1,1,1,5,3,1,60,1
76,4,0,1,2,1,2,3,1,30,0
19,2,10,2,1,3,3,4,1,30,0
34,2,10,1,1,1,6,3,5,40,1
54,2,10,1,1,2,2,4,1,40,0
23,1,13,2,1,3,0,4,1,40,0
44,10,4,1,5,2,7,4,1,40,0
27,2,10,2,1,2,0,6,5,40,0
23,11,8,1,1,3,7,2,3,40,0
37,4,0,1,2,1,0,3,1,50,0
41,4,0,1,1,1,2,3,1,40,1
21,2,10,2,6,3,0,2,1,35,0
37,4,0,1,4,1,0,3,1,40,1
63,4,0,1,1,3,8,4,1,40,0
35,3,7,1,1,1,2,3,1,40,0
47,0,5,1,1,1,8,3,5,56,0
41,2,10,1,1,3,0,4,1,40,0
50,4,0,2,2,2,6,4,2,60,0
26,4,0,1,3,3,4,2,1,50,0
36,2,10,1,5,1,1,3,1,42,1
47,2,10,1,1,1,6,3,1,40,1
51,2,10,2,1,2,5,6,5,50,0
41,4,0,2,1,2,0,4,4,40,0
40,5,15,2,1,1,6,1,1,30,1
32,1,13,1,1,1,5,3,1,50,0
37,1,13,1,5,1,0,3,1,40,1
40,1,13,1,3,2,5,4,1,40,0
56,1,13,1,1,1,2,3,1,40,0
50,4,0,1,1,1,2,3,1,40,0
28,0,5,1,1,1,8,3,1,42,0
28,4,0,1,1,1,8,3,1,40,0
19,3,7,2,2,3,0,2,1,30,0
44,4,0,1,1,1,8,3,1,40,0
42,5,15,2,2,2,6,6,1,44,1
47,2,10,1,1,1,5,3,1,40,1
31,2,10,1,1,1,8,3,1,40,0
61,3,7,1,1,1,3,3,1,40,1
21,2,10,2,1,3,0,2,1,40,0
26,1,13,1,1,1,3,3,1,45,1
58,4,0,2,1,1,0,1,1,40,1
35,1,13,2,1,6,6,4,2,40,0
35,8,11,2,1,3,0,4,5,40,0
29,7,12,1,5,3,0,4,1,40,0
40,12,14,1,1,1,6,3,1,40,1
33,1,13,1,1,1,4,3,1,55,1
38,2,10,1,2,2,8,6,1,40,0
50,8,11,1,2,3,3,4,1,50,0
66,2,10,1,1,1,1,3,1,40,1
36,2,10,1,5,1,0,3,1,40,1
33,3,7,2,1,3,4,4,1,40,0
55,12,14,1,4,1,5,3,1,60,1
46,4,0,1,1,1,8,3,1,40,0
36,7,12,1,1,3,2,4,1,40,0
41,11,8,2,0,2,0,4,1,40,0
30,4,0,2,1,2,3,6,1,32,0
29,11,8,1,1,3,5,4,1,42,0
60,2,10,2,0,5,0,4,5,40,0
24,4,0,2,1,4,4,6,1,48,0
42,2,10,2,2,4,3,6,5,50,0
26,4,0,2,1,4,5,2,1,40,0
37,1,13,1,1,1,6,3,1,40,0
27,16,3,1,1,3,0,6,1,48,0
26,4,0,1,1,1,2,3,1,48,0
23,8,11,1,1,3,2,6,1,50,0
60,12,14,1,1,1,5,3,1,60,1
49,4,0,2,4,2,0,6,5,40,0
46,2,10,1,1,1,0,3,1,40,0
21,4,0,1,1,3,8,4,1,40,0
48,5,15,1,2,1,2,3,1,60,0
70,0,5,1,3,2,4,4,1,45,0
44,12,14,2,5,3,6,2,1,55,0
58,1,13,1,1,1,4,3,1,40,0
41,7,12,2,1,2,5,4,5,40,0
54,10,4,2,1,2,8,6,1,40,0
42,12,14,1,3,2,5,6,2,60,1
28,14,6,1,1,2,7,4,1,40,0
65,3,7,1,1,1,7,3,1,20,0
35,4,0,1,2,1,2,5,1,35,0
82,16,3,1,1,5,3,6,1,20,0
48,2,10,1,2,1,0,3,1,50,1
44,15,16,1,1,1,5,3,2,40,1
68,12,14,2,1,3,0,4,1,20,0
42,4,0,1,1,1,3,3,1,40,0
24,4,0,2,1,3,0,4,1,37,0
54,2,10,1,1,1,7,3,5,40,0
22,2,10,1,1,3,7,2,1,40,0
43,2,10,1,2,1,0,3,1,84,0
17,0,5,2,1,3,3,2,1,35,0
46,4,0,1,2,2,0,4,1,50,0
59,2,10,1,1,1,1,3,1,40,1
37,4,0,1,1,1,7,3,1,40,0
70,4,0,1,0,1,0,3,1,24,0
57,4,0,1,3,1,4,3,1,30,1
47,4,0,2,0,1,0,4,1,35,0
31,4,0,2,1,3,4,6,5,24,0
23,4,0,2,1,3,0,2,1,40,0
17,11,8,2,1,3,3,2,1,25,0
63,17,1,1,1,1,6,3,4,30,0
44,5,15,1,1,2,6,4,1,55,1
30,5,15,1,1,1,6,3,1,60,1
23,2,10,1,1,3,6,2,1,20,0
44,12,14,1,1,1,6,3,1,60,1
24,2,10,2,1,3,4,2,1,40,0
34,2,10,1,1,3,7,5,1,20,0
37,2,10,1,1,1,2,3,1,65,0
24,3,7,2,1,3,8,6,1,40,0
32,4,0,2,1,2,8,2,5,40,0
42,4,0,1,2,1,2,3,5,25,0
20,2,10,2,1,3,3,2,1,10,0
34,2,10,1,6,1,6,3,5,40,1
37,2,10,2,1,3,0,6,1,20,0
47,4,0,2,4,2,0,4,1,40,0
25,0,5,1,1,3,0,5,1,45,0
36,4,0,1,2,1,0,3,1,65,1
60,4,0,1,1,1,4,3,1,50,0
64,4,0,1,3,1,2,3,1,10,0
32,1,13,2,5,1,0,1,1,40,0
33,14,6,1,6,1,3,3,1,40,0
71,1,13,2,1,3,5,4,1,14,0
55,2,10,2,5,2,5,4,3,40,0
85,4,0,2,2,5,4,4,1,50,0
57,10,4,1,2,1,6,3,1,40,0
39,5,15,1,1,1,6,3,2,67,1
25,2,10,1,1,3,2,2,1,55,0
58,2,10,1,1,1,2,3,1,40,1
57,4,0,1,1,1,2,3,1,40,0
30,8,11,2,1,2,6,6,1,36,0
19,3,7,2,1,2,4,6,1,20,0
40,2,10,1,1,1,6,3,1,40,1
28,4,0,2,1,3,0,6,3,40,0
43,1,13,1,4,1,6,3,1,40,0
40,4,0,2,0,1,0,1,1,35,1
19,4,0,2,1,3,3,2,1,15,0
24,4,0,1,1,3,5,4,1,38,0
34,1,13,1,1,3,4,4,1,65,1
22,4,0,2,1,3,3,4,1,40,0
64,8,11,1,2,1,0,3,1,55,0
55,10,4,1,0,1,0,3,1,40,0
26,3,7,1,1,1,2,3,1,40,0
80,4,0,2,1,6,0,4,1,16,0
79,15,16,2,5,5,6,6,1,40,0
58,1,13,1,2,1,5,3,1,40,1
43,1,13,1,1,2,1,4,1,40,0
43,4,0,1,1,1,2,3,1,40,1
46,4,0,1,1,2,3,4,1,25,0
35,4,0,2,1,1,5,1,1,40,1
51,8,11,1,1,1,2,3,1,40,0
52,12,14,2,5,2,5,4,1,60,1
43,1,13,1,3,1,4,3,1,60,1
